Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].P 	 vectorElement[i].P_Correction 	 vectorElement[i].U_x 	 vectorElement[i].U_x_Correction 	 vectorElement[i].U_y 	 vectorElement[i].U_y_Correction 	 
0.3855789318 	 -0.5962757571 	 0.1730604616 	 0.0448619833 	 0.5717806501 	 0.0002043992 	 0.3698634256 	 -0.0002824956 	 
0.7258092566 	 0.0593601362 	 0.1668770119 	 -0.0281021360 	 -0.0571614276 	 0.0003810778 	 0.6989668126 	 0.0000307845 	 
-0.3359423985 	 0.6314503018 	 0.1671036908 	 0.0074593966 	 -0.6064516597 	 -0.0002005833 	 -0.3225442814 	 0.0003397443 	 
0.4851737681 	 0.0817800157 	 0.1340882997 	 0.3379144066 	 -0.0711936710 	 0.0001226810 	 0.4218716855 	 -0.0000080998 	 
-0.7094984432 	 -0.2380547697 	 0.1645976672 	 -0.0926257807 	 0.2301647850 	 -0.0003714028 	 -0.6864099650 	 -0.0001563793 	 
-0.3334033822 	 0.3748507902 	 0.1330835194 	 0.3192828922 	 -0.3283765179 	 -0.0001137879 	 -0.2921066195 	 0.0000930259 	 
-0.4627426942 	 0.2056067615 	 0.1326143436 	 0.3101133452 	 -0.1807445337 	 -0.0001612548 	 -0.4068659073 	 0.0000396842 	 
-0.1110932011 	 -0.3952377153 	 0.1143857579 	 0.3620749845 	 0.3139025735 	 -0.0001394197 	 -0.0881866948 	 -0.0000775402 	 
-0.3240171117 	 0.6587108591 	 0.1723032777 	 -0.0223057133 	 -0.6351812832 	 -0.0001847967 	 -0.3124998507 	 0.0003766311 	 
-0.4602231475 	 0.5396548121 	 0.1652347893 	 0.0157353771 	 -0.5175811902 	 -0.0002520779 	 -0.4412661777 	 0.0002691053 	 
0.7486210711 	 -0.1453960401 	 0.1705915667 	 -0.1090263650 	 0.1411193459 	 0.0004583520 	 0.7261697594 	 -0.0000509160 	 
0.4276434528 	 0.3322613094 	 0.1468021971 	 0.3084718390 	 -0.2988937210 	 0.0001899296 	 0.3846999114 	 0.0001305648 	 
0.7315316367 	 0.0081606733 	 0.1676056484 	 -0.0342518259 	 -0.0079287042 	 0.0004070211 	 0.7050123837 	 -0.0000150651 	 
-0.3203355849 	 -0.8847014802 	 0.1934451692 	 -0.6058623477 	 0.8797887228 	 -0.0002488655 	 -0.3187128263 	 -0.0006300339 	 
0.7310115421 	 -0.1214232761 	 0.1645776714 	 -0.0722720435 	 0.1172799709 	 0.0004567965 	 0.7060713093 	 -0.0000516957 	 
-0.7272328631 	 -0.0845311364 	 0.1630126809 	 -0.0541250784 	 0.0814077263 	 -0.0003758960 	 -0.7011285527 	 -0.0000652598 	 
0.3021457839 	 0.6774283803 	 0.1717800281 	 -0.0454772836 	 -0.6543617203 	 0.0001996646 	 0.2919980614 	 0.0003788271 	 
-0.7449701853 	 0.0690158795 	 0.1681536250 	 -0.0778137649 	 -0.0668440610 	 -0.0004164188 	 -0.7206579201 	 -0.0000053353 	 
-0.3503168544 	 -0.3720922120 	 0.1218376266 	 0.2596083368 	 0.3282945776 	 -0.0001529594 	 -0.3089383378 	 -0.0001064349 	 
-0.1695706567 	 0.4961787304 	 0.1443155393 	 0.3278867685 	 -0.4416358334 	 -0.0000659700 	 -0.1509504067 	 0.0001875049 	 
0.3026134795 	 -0.6570766694 	 0.1740966901 	 0.0137446506 	 0.6321390697 	 0.0001868157 	 0.2911105543 	 -0.0003259311 	 
-0.7626905897 	 0.0929219479 	 0.1747218450 	 -0.1090047841 	 -0.0902140415 	 -0.0004745726 	 -0.7406728002 	 0.0000031833 	 
0.3118861472 	 0.0661404454 	 0.1167649107 	 0.4425450631 	 -0.0416856445 	 0.0001267762 	 0.1968367635 	 -0.0001623021 	 
0.6432077630 	 -0.0027019313 	 0.1532201240 	 0.1290464446 	 0.0024697373 	 0.0003700011 	 0.6051444208 	 -0.0000479250 	 
-0.7449320765 	 -0.0606420638 	 0.1674643339 	 -0.0784335609 	 0.0587204909 	 -0.0004098598 	 -0.7203716586 	 -0.0000381289 	 
0.3120770832 	 0.5756579979 	 0.1610396922 	 0.1335715655 	 -0.5437397558 	 0.0001647334 	 0.2948161904 	 0.0003419144 	 
0.4804053552 	 -0.5082469881 	 0.1704165943 	 0.0620107458 	 0.4861821868 	 0.0002555289 	 0.4595240320 	 -0.0002566194 	 
-0.4483412639 	 0.5668342318 	 0.1698692533 	 -0.0012889078 	 -0.5451731381 	 -0.0002556818 	 -0.4313277739 	 0.0002777792 	 
0.6367450684 	 -0.0805135575 	 0.1491772189 	 0.1160551242 	 0.0756718779 	 0.0003601070 	 0.5989036409 	 -0.0000345338 	 
-0.3654985258 	 0.6280491240 	 0.1696901682 	 -0.0126068216 	 -0.6046371026 	 -0.0002083998 	 -0.3518597356 	 0.0003204629 	 
0.7025048794 	 0.1344662240 	 0.1660260354 	 0.0031349593 	 -0.1290866538 	 0.0003939327 	 0.6746118096 	 0.0000635531 	 
-0.5981628590 	 -0.4269210507 	 0.1634919916 	 -0.0597335025 	 0.4117515862 	 -0.0003009759 	 -0.5769653480 	 -0.0002231602 	 
0.2580522600 	 0.2611277577 	 0.1383228380 	 0.4974601935 	 -0.1912436898 	 0.0001593296 	 0.1891498352 	 0.0002139060 	 
0.0062238347 	 0.5161150718 	 0.1448908812 	 0.3436386376 	 -0.4569402085 	 -0.0000268509 	 0.0054627316 	 0.0002464042 	 
-0.6633486282 	 -0.3847421224 	 0.1684170682 	 -0.1299372080 	 0.3735192145 	 -0.0003511996 	 -0.6439739596 	 -0.0002250170 	 
0.7429180583 	 -0.0941673381 	 0.1669525380 	 -0.0845848057 	 0.0910989624 	 0.0004191534 	 0.7186319406 	 -0.0000555098 	 
-0.7567623165 	 0.0416910614 	 0.1697862014 	 -0.0988118604 	 -0.0404233193 	 -0.0004065540 	 -0.7333964053 	 -0.0000212395 	 
-0.1929781339 	 -0.4570817171 	 0.1248897256 	 0.2949257300 	 0.3987471736 	 -0.0000713897 	 -0.1683147554 	 -0.0001699867 	 
-0.7271501044 	 -0.2142277656 	 0.1684914542 	 -0.1043918325 	 0.2077208832 	 -0.0003798731 	 -0.7047104005 	 -0.0001564062 	 
0.1012968032 	 0.7328232300 	 0.1707986802 	 -0.0439740128 	 -0.7075006200 	 0.0000604677 	 0.0979094405 	 0.0004430698 	 
-0.1285532230 	 0.5265303635 	 0.1469410194 	 0.3082441119 	 -0.4738051588 	 -0.0000688592 	 -0.1155902671 	 0.0002229980 	 
-0.3038742358 	 -0.3927632215 	 0.1224222074 	 0.2843883449 	 0.3428179864 	 -0.0001060898 	 -0.2651359474 	 -0.0001132629 	 
0.5021391062 	 -0.0705459480 	 0.1313812844 	 0.3040745232 	 0.0619577061 	 0.0001380022 	 0.4417024231 	 -0.0000438884 	 
0.2477740641 	 0.6201412214 	 0.1633505772 	 0.1120174327 	 -0.5880431559 	 0.0001328094 	 0.2348628625 	 0.0003738697 	 
0.2842419784 	 -0.3772730178 	 0.1358937061 	 0.3733312749 	 0.3225953593 	 0.0001097091 	 0.2430341399 	 -0.0001109988 	 
0.6040974113 	 0.3516440722 	 0.1635684238 	 0.0355640564 	 -0.3362066881 	 0.0003668688 	 0.5778140334 	 0.0002417969 	 
-0.7212034460 	 -0.2653177935 	 0.1692287117 	 -0.1313479615 	 0.2576856083 	 -0.0003608160 	 -0.7003318083 	 -0.0001498029 	 
0.5918052496 	 0.3247973809 	 0.1622650966 	 0.0900873095 	 -0.3085724704 	 0.0003471028 	 0.5624480606 	 0.0002314102 	 
-0.4982329116 	 -0.5181189091 	 0.1596936372 	 -0.0315868232 	 0.4978555787 	 -0.0002886804 	 -0.4787923424 	 -0.0002413030 	 
-0.4743628700 	 0.0503621401 	 0.1196160951 	 0.3017201626 	 -0.0431191841 	 -0.0001647756 	 -0.4072953338 	 0.0000109755 	 
-0.4897005033 	 0.5362321266 	 0.1696553149 	 -0.0114794826 	 -0.5161420367 	 -0.0002354432 	 -0.4714083765 	 0.0002602173 	 
0.1956937065 	 0.6914733833 	 0.1688486638 	 0.0054983206 	 -0.6644156752 	 0.0001354312 	 0.1880679890 	 0.0004329005 	 
-0.7389952897 	 -0.1118433986 	 0.1661849164 	 -0.0835918683 	 0.1081645896 	 -0.0003839382 	 -0.7146310203 	 -0.0000817049 	 
0.2668013474 	 -0.3534710347 	 0.1316532185 	 0.3947184582 	 0.2930443432 	 0.0000896403 	 0.2212861140 	 -0.0001287284 	 
-0.6109264080 	 -0.4536007718 	 0.1676163304 	 -0.1160571291 	 0.4398907749 	 -0.0003447842 	 -0.5924019022 	 -0.0002643965 	 
0.0822044917 	 0.4990396917 	 0.1412564688 	 0.3456193819 	 -0.4385122180 	 0.0000495401 	 0.0722115112 	 0.0002296498 	 
0.2260615911 	 -0.6396562247 	 0.1617497634 	 0.0798245482 	 0.6083867290 	 0.0001358741 	 0.2151251630 	 -0.0003889372 	 
0.3279633049 	 0.2956806577 	 0.1446338237 	 0.4482031817 	 -0.2446963423 	 0.0001773119 	 0.2715892794 	 0.0001007768 	 
0.5306912480 	 -0.1956336192 	 0.1434243130 	 0.2512743098 	 0.1782894357 	 0.0002080744 	 0.4836808992 	 -0.0000796985 	 
0.3108136137 	 0.4477224054 	 0.1514696816 	 0.3210049232 	 -0.4035520628 	 0.0001329440 	 0.2801753861 	 0.0002102044 	 
-0.0315880370 	 -0.3326021876 	 0.1082925475 	 0.4002083423 	 0.2221106961 	 -0.0001465029 	 -0.0210832360 	 -0.0000862910 	 
-0.3448949612 	 0.3477153318 	 0.1317278919 	 0.3318284211 	 -0.3017557232 	 -0.0001378260 	 -0.2994419239 	 0.0001136754 	 
0.0603120456 	 0.3161844392 	 0.1305357216 	 0.4960422417 	 -0.2022546246 	 0.0000050276 	 0.0386858596 	 0.0002292074 	 
0.1132698183 	 0.7600120807 	 0.1783756274 	 -0.0946103032 	 -0.7380608556 	 0.0000805543 	 0.1100525761 	 0.0004264116 	 
0.3398240928 	 0.3225589236 	 0.1408170959 	 0.3982740597 	 -0.2747649878 	 0.0001722626 	 0.2895002369 	 0.0001552631 	 
-0.5102620564 	 -0.5453119149 	 0.1649396678 	 -0.0869073414 	 0.5273450129 	 -0.0002865494 	 -0.4934041200 	 -0.0003127877 	 
0.0005232531 	 0.5668875232 	 0.1523452575 	 0.2845375201 	 -0.5170382656 	 -0.0000199794 	 0.0005016129 	 0.0002575499 	 
-0.4157277121 	 -0.5862024830 	 0.1604246923 	 -0.0282555890 	 0.5633122321 	 -0.0002558727 	 -0.3995573315 	 -0.0002685341 	 
0.1670511744 	 -0.6461385201 	 0.1610879188 	 0.1039845839 	 0.6125235630 	 0.0000305080 	 0.1584110668 	 -0.0003965142 	 
0.0941795053 	 0.5260119941 	 0.1483144804 	 0.3269602388 	 -0.4712182552 	 0.0000248964 	 0.0843597938 	 0.0002273597 	 
-0.3641790201 	 0.1142682159 	 0.1144294273 	 0.3898004544 	 -0.0863653866 	 -0.0000417887 	 -0.2752515485 	 -0.0000416396 	 
-0.0409638483 	 0.4083283191 	 0.1288133769 	 0.4199678194 	 -0.3243452849 	 -0.0000423168 	 -0.0324992760 	 0.0001987658 	 
0.2813588859 	 0.3161489196 	 0.1456424467 	 0.4735223177 	 -0.2556784125 	 0.0001439561 	 0.2276998816 	 0.0001283224 	 
0.2409695487 	 0.2854367773 	 0.1479401622 	 0.5307444833 	 -0.2120383067 	 0.0001223538 	 0.1791338485 	 0.0001417800 	 
-0.4103451050 	 0.1345232558 	 0.1213378423 	 0.3665488767 	 -0.1100823658 	 -0.0000819111 	 -0.3357923897 	 -0.0000164933 	 
0.2077404609 	 0.7187020996 	 0.1745241675 	 -0.0522287590 	 -0.6951916398 	 0.0001226442 	 0.2009808464 	 0.0004346555 	 
-0.0240931680 	 -0.3851140985 	 0.1133968058 	 0.3819740782 	 0.2933608124 	 -0.0000439466 	 -0.0183127590 	 -0.0001145521 	 
-0.0235860728 	 0.3847512257 	 0.1384437311 	 0.4825138513 	 -0.2929429529 	 -0.0000644339 	 -0.0179695939 	 0.0001181259 	 
-0.6084828325 	 -0.3269282398 	 0.1545220888 	 0.0202872842 	 0.3119766414 	 -0.0003251457 	 -0.5807005985 	 -0.0001348475 	 
-0.1402576177 	 0.4994584088 	 0.1398731771 	 0.3193009447 	 -0.4429160199 	 -0.0000701988 	 -0.1245099363 	 0.0002320465 	 
-0.6859414787 	 0.2055060805 	 0.1661380233 	 0.0014541168 	 -0.1974942604 	 -0.0003564930 	 -0.6587617586 	 0.0000638888 	 
-0.0292617590 	 0.4352125567 	 0.1393586894 	 0.4335342227 	 -0.3580569493 	 -0.0000259845 	 -0.0240508516 	 0.0001502254 	 
0.7009329565 	 -0.2543164992 	 0.1677752754 	 -0.0722958616 	 0.2459336618 	 0.0004048729 	 0.6776039220 	 -0.0001390685 	 
0.2614909868 	 0.2092634442 	 0.1371237673 	 0.5150434220 	 -0.1401366522 	 0.0003143145 	 0.1754227993 	 0.0002337455 	 
-0.3928737297 	 0.1109876808 	 0.1086331980 	 0.3414378544 	 -0.0877962893 	 -0.0001132322 	 -0.3110959138 	 -0.0000140050 	 
0.0122885167 	 0.3373889702 	 0.1266584636 	 0.4715384862 	 -0.2281509338 	 -0.0000140102 	 0.0083363997 	 0.0001716580 	 
-0.3484123001 	 0.0905246299 	 0.0993872279 	 0.3471980293 	 -0.0651540137 	 -0.0000889606 	 -0.2509430835 	 -0.0000081498 	 
-0.6740266832 	 -0.1562387836 	 0.1575055563 	 0.0293256912 	 0.1492658329 	 -0.0003475579 	 -0.6434899944 	 -0.0001186006 	 
-0.3716701114 	 0.5496553215 	 0.1603063945 	 0.1100914435 	 -0.5205289793 	 -0.0002183142 	 -0.3521028368 	 0.0002703430 	 
-0.7154503069 	 0.2020986161 	 0.1717267327 	 -0.0503791540 	 -0.1952636942 	 -0.0003807123 	 -0.6913749527 	 0.0000883162 	 
-0.0466729741 	 0.4588416528 	 0.1345621408 	 0.3830691897 	 -0.3880936846 	 -0.0000317215 	 -0.0394904044 	 0.0002107478 	 
-0.1047965266 	 0.3232843525 	 0.1318184281 	 0.4907854318 	 -0.2201988410 	 -0.0000537491 	 -0.0714100063 	 -0.0000685812 	 
0.3090271603 	 -0.5789012506 	 0.1616044332 	 0.1325280680 	 0.5470406859 	 0.0001723443 	 0.2920619733 	 -0.0002977974 	 
-0.0777666101 	 -0.3156473650 	 0.1063736449 	 0.3976790248 	 0.2044097569 	 -0.0000978267 	 -0.0503527238 	 -0.0000993000 	 
0.2521328372 	 0.3129513369 	 0.1383209217 	 0.4665905335 	 -0.2452569289 	 0.0001224415 	 0.1976658090 	 0.0002293628 	 
-0.0513552460 	 -0.3102809513 	 0.1166778749 	 0.4443421747 	 0.1924700716 	 -0.0000531965 	 -0.0322315816 	 -0.0003955029 	 
0.3267010214 	 0.0406694441 	 0.1026521283 	 0.3804891356 	 -0.0267744440 	 0.0000621651 	 0.2143440342 	 -0.0004069678 	 
0.3226519294 	 0.0929082073 	 0.1146047535 	 0.4244561521 	 -0.0623912234 	 0.0001611169 	 0.2166188656 	 -0.0002242737 	 
-0.4804058363 	 0.1008276411 	 0.1235945486 	 0.2976399589 	 -0.0875276388 	 -0.0001624344 	 -0.4174259089 	 -0.0000181749 	 
0.0305532191 	 0.3144277339 	 0.1429376704 	 0.5486946339 	 -0.1963509853 	 -0.0000551224 	 0.0191233689 	 0.0001229003 	 
0.3223479777 	 0.3462526746 	 0.1466887542 	 0.4155303907 	 -0.2961604080 	 0.0001701319 	 0.2757894747 	 0.0001582514 	 
-0.6917646395 	 -0.0026837916 	 0.1579604570 	 0.0314679041 	 0.0026618229 	 -0.0003828637 	 -0.6604504805 	 -0.0000654639 	 
-0.0413137935 	 -0.3614898442 	 0.1205186397 	 0.4287962203 	 0.2627294359 	 -0.0000217680 	 -0.0300323082 	 -0.0000832177 	 
0.4334022027 	 -0.4875855902 	 0.1613394749 	 0.1404702514 	 0.4601510983 	 0.0002372006 	 0.4091341060 	 -0.0002094926 	 
-0.4395095857 	 0.1312022290 	 0.1191638483 	 0.3248029443 	 -0.1106345574 	 -0.0001441377 	 -0.3708435116 	 0.0000011828 	 
-0.4980057389 	 0.1244486811 	 0.1339468482 	 0.3044246340 	 -0.1099081720 	 -0.0001591028 	 -0.4400305514 	 0.0000094956 	 
0.4050619493 	 0.5353016587 	 0.1632478291 	 0.1032251028 	 -0.5080515551 	 0.0002752240 	 0.3845623301 	 0.0002750789 	 
0.6781389758 	 -0.0495362773 	 0.1583489684 	 0.0624882462 	 0.0470526030 	 0.0003879806 	 0.6453558715 	 0.0000180535 	 
-0.6446804922 	 0.2361657776 	 0.1625180249 	 0.0627263058 	 -0.2252544615 	 -0.0003318932 	 -0.6145587770 	 0.0000635569 	 
-0.3332944498 	 -0.3964940757 	 0.1291479517 	 0.2777177463 	 0.3514737087 	 -0.0001536537 	 -0.2952709094 	 -0.0000928810 	 
0.4344386060 	 0.5389108208 	 0.1664154041 	 0.0641644268 	 -0.5143583289 	 0.0003230337 	 0.4147747598 	 0.0002887286 	 
0.3634628214 	 0.3764281993 	 0.1501249889 	 0.3529363063 	 -0.3347341683 	 0.0001758694 	 0.3233283888 	 0.0001442023 	 
-0.4570152773 	 0.1548195022 	 0.1297562307 	 0.3344652344 	 -0.1335284410 	 -0.0001319165 	 -0.3942751132 	 0.0000471936 	 
0.6714161335 	 -0.2576184316 	 0.1641674834 	 -0.0145848609 	 0.2476722309 	 0.0004026416 	 0.6453491872 	 -0.0000671593 	 
0.5767468065 	 -0.3453882353 	 0.1587714528 	 0.0829640063 	 0.3279600673 	 0.0002952784 	 0.5476235275 	 -0.0001168049 	 
-0.4039210119 	 -0.5590183861 	 0.1543901854 	 0.0224542040 	 0.5332776671 	 -0.0002321615 	 -0.3853606729 	 -0.0002895067 	 
0.2930144805 	 0.3432081399 	 0.1406845864 	 0.4203966156 	 -0.2873301846 	 0.0001493277 	 0.2452622326 	 0.0002047205 	 
0.5195712558 	 -0.0943123664 	 0.1381499270 	 0.2970269367 	 0.0841119782 	 0.0001855845 	 0.4635536749 	 -0.0000478887 	 
-0.4509099839 	 0.2326002980 	 0.1294661622 	 0.2959461407 	 -0.2044955409 	 -0.0002063476 	 -0.3968295917 	 0.0000651019 	 
-0.2106632543 	 0.4658061300 	 0.1409367883 	 0.3357250546 	 -0.4109236662 	 -0.0000789516 	 -0.1858760214 	 0.0001684045 	 
-0.5037946476 	 0.1751627855 	 0.1371525284 	 0.2840242128 	 -0.1567806643 	 -0.0001745671 	 -0.4510001939 	 0.0000659629 	 
0.4623992248 	 0.2848141901 	 0.1475766135 	 0.3088873668 	 -0.2564338638 	 0.0002016260 	 0.4163319257 	 0.0000981594 	 
-0.0349412519 	 0.4857937258 	 0.1432820028 	 0.3820167700 	 -0.4207251266 	 -0.0000294825 	 -0.0302423612 	 0.0002013961 	 
0.2205002607 	 -0.5885117023 	 0.1566985078 	 0.1760090617 	 0.5509399855 	 0.0000879541 	 0.2064477915 	 -0.0003027759 	 
-0.0524165480 	 0.5094846565 	 0.1408544096 	 0.3338880365 	 -0.4498174953 	 -0.0000538961 	 -0.0462981029 	 0.0002477254 	 
-0.0406416932 	 0.5365065982 	 0.1484481686 	 0.3211699860 	 -0.4816241898 	 -0.0000016463 	 -0.0365510219 	 0.0002373598 	 
-0.3180587251 	 0.6076586767 	 0.1623331243 	 0.0637616478 	 -0.5790846951 	 -0.0001721936 	 -0.3031529006 	 0.0003806367 	 
-0.6741711187 	 0.1035352523 	 0.1579498911 	 0.0556374370 	 -0.0986765364 	 -0.0003322559 	 -0.6418340086 	 0.0000338882 	 
-0.4862622911 	 0.1514692868 	 0.1289966298 	 0.2910120096 	 -0.1332682792 	 -0.0002011080 	 -0.4284762108 	 0.0000620719 	 
0.6610447540 	 0.1039453017 	 0.1590910980 	 0.0917094778 	 -0.0986670898 	 0.0003555274 	 0.6271262239 	 0.0000869591 	 
-0.2865462347 	 -0.4167666840 	 0.1273542856 	 0.2900028940 	 0.3662530770 	 -0.0000966814 	 -0.2517466106 	 -0.0001251359 	 
0.5139754002 	 -0.0435566565 	 0.1366349861 	 0.3111566402 	 0.0384287550 	 0.0001760923 	 0.4548725128 	 -0.0000375087 	 
-0.5270928438 	 -0.0074013191 	 0.1316990301 	 0.2727628482 	 0.0066092177 	 -0.0001573206 	 -0.4699714047 	 -0.0000042749 	 
0.3341456478 	 0.3732923395 	 0.1442518094 	 0.3649847511 	 -0.3269117675 	 0.0001796777 	 0.2925812322 	 0.0001954555 	 
0.0223015883 	 -0.4056440672 	 0.1182718521 	 0.3820212772 	 0.3200851911 	 -0.0000463309 	 0.0176460939 	 -0.0001243626 	 
-0.7154250988 	 0.0726444304 	 0.1632725455 	 -0.0180600580 	 -0.0697607763 	 -0.0004317958 	 -0.6875648478 	 0.0000442840 	 
-0.2927073142 	 0.4051046835 	 0.1357680140 	 0.3329082541 	 -0.3543539480 	 -0.0001033604 	 -0.2561290031 	 0.0001112290 	 
-0.3240523849 	 0.1438601749 	 0.1158039261 	 0.4168345488 	 -0.1021704844 	 -0.0000378664 	 -0.2301392001 	 -0.0000514991 	 
-0.2269034808 	 0.2327522077 	 0.1060421086 	 0.3963714237 	 -0.1506190171 	 -0.0000000919 	 -0.1468429164 	 0.0000984579 	 
0.2168986146 	 0.4887015185 	 0.1490209355 	 0.3292792106 	 -0.4378017582 	 0.0000952350 	 0.1942983814 	 0.0002308891 	 
0.2028847555 	 -0.5647652843 	 0.1527908437 	 0.2208117506 	 0.5228997787 	 0.0000967670 	 0.1879730399 	 -0.0002541148 	 
0.1500959168 	 -0.4937782944 	 0.1396164792 	 0.3226471615 	 0.4370461340 	 0.0000176859 	 0.1328340306 	 -0.0002418671 	 
0.5986072762 	 0.4025139027 	 0.1658227449 	 -0.0138439201 	 -0.3869718612 	 0.0003565459 	 0.5756847709 	 0.0002631946 	 
-0.6741545774 	 0.2327525580 	 0.1661919632 	 0.0092103903 	 -0.2233130290 	 -0.0003798499 	 -0.6470966568 	 0.0000836819 	 
0.2870266229 	 0.2656065379 	 0.1474289082 	 0.5133696316 	 -0.2042135150 	 0.0001694888 	 0.2208569001 	 0.0001192466 	 
-0.2146370863 	 -0.2531413101 	 0.0958612391 	 0.3517889188 	 0.1679289340 	 -0.0000256182 	 -0.1422275281 	 0.0001897714 	 
-0.5211186285 	 -0.0580311014 	 0.1288313332 	 0.2659741986 	 0.0517402767 	 -0.0001686103 	 -0.4638234475 	 -0.0000467336 	 
0.4317521085 	 -0.2315872051 	 0.1294894239 	 0.3225972303 	 0.2009361542 	 0.0001951758 	 0.3748814199 	 -0.0000721876 	 
0.2923715350 	 0.2140683490 	 0.1493668038 	 0.5453213358 	 -0.1549270704 	 0.0002175404 	 0.2117314113 	 0.0000378814 	 
0.3441026541 	 -0.6266516940 	 0.1730190648 	 0.0320203403 	 0.6015805418 	 0.0001222820 	 0.3303455150 	 -0.0003301603 	 
0.2426949055 	 0.6709855102 	 0.1692584173 	 0.0206209240 	 -0.6438951095 	 0.0001554421 	 0.2330246193 	 0.0003821277 	 
0.0597588298 	 0.7023580317 	 0.1650891950 	 0.0264578594 	 -0.6726979451 	 0.0000165258 	 0.0573123206 	 0.0003958557 	 
0.7014672095 	 -0.1248438238 	 0.1624467578 	 -0.0038991734 	 0.1197557515 	 0.0004711017 	 0.6730657587 	 -0.0001196992 	 
-0.5153755287 	 -0.1084706253 	 0.1271398337 	 0.2553270841 	 0.0967873676 	 -0.0001688048 	 -0.4593873204 	 -0.0000447370 	 
-0.2572101826 	 -0.4131313551 	 0.1210735431 	 0.2937554952 	 0.3577249703 	 -0.0000935307 	 -0.2225920894 	 -0.0001090577 	 
0.5027425112 	 0.0580301156 	 0.1348662247 	 0.3195650793 	 -0.0510496191 	 0.0001841638 	 0.4418129679 	 -0.0000196561 	 
0.4794004663 	 0.1325471342 	 0.1380820308 	 0.3458219447 	 -0.1158074930 	 0.0001346351 	 0.4186376009 	 0.0000317073 	 
-0.5096000864 	 0.2260095589 	 0.1429445241 	 0.2644656891 	 -0.2051182508 	 -0.0001992587 	 -0.4625423443 	 0.0000580049 	 
0.3366900157 	 0.6297344192 	 0.1698159960 	 0.0213710549 	 -0.6044151569 	 0.0002236878 	 0.3232204856 	 0.0003864727 	 
0.2991444264 	 -0.1385137818 	 0.1152164836 	 0.4304991806 	 0.0912330818 	 -0.0000677692 	 0.1971452129 	 0.0001884803 	 
0.1713210524 	 0.6371981710 	 0.1597108258 	 0.1164656751 	 -0.6028162045 	 0.0000782954 	 0.1620696036 	 0.0004011257 	 
-0.6560191540 	 -0.3088171436 	 0.1627857488 	 -0.0359516856 	 0.2971873300 	 -0.0003448382 	 -0.6314036063 	 -0.0001595112 	 
-0.5246041516 	 0.4546586782 	 0.1634814974 	 0.0473907430 	 -0.4343305047 	 -0.0003025202 	 -0.5010321029 	 0.0002192451 	 
-0.4096578483 	 0.2629212067 	 0.1268850958 	 0.3168330246 	 -0.2274852522 	 -0.0001820374 	 -0.3547916586 	 0.0001168246 	 
0.6952207832 	 -0.2031858759 	 0.1631086471 	 -0.0325991670 	 0.1955051608 	 0.0004212820 	 0.6690379968 	 -0.0000758409 	 
0.6615297213 	 0.2321703976 	 0.1653458868 	 0.0372974476 	 -0.2221406716 	 0.0003902964 	 0.6329752343 	 0.0001334451 	 
-0.7095395535 	 0.1509361983 	 0.1656854132 	 -0.0252774011 	 -0.1452167571 	 -0.0003793427 	 -0.6830033654 	 0.0000389761 	 
-0.5084231897 	 -0.0307868359 	 0.1266419387 	 0.2815187122 	 0.0273076127 	 -0.0001897553 	 -0.4479884341 	 -0.0000537923 	 
0.1234991345 	 0.5293787961 	 0.1476333077 	 0.3082029970 	 -0.4767818261 	 0.0000382392 	 0.1111931288 	 0.0002519616 	 
0.4913413014 	 0.1596104282 	 0.1393821881 	 0.3208540033 	 -0.1414221322 	 0.0002078337 	 0.4350370812 	 0.0000399058 	 
-0.5455578093 	 -0.4976099100 	 0.1619654997 	 -0.0755005553 	 0.4801948144 	 -0.0002886403 	 -0.5266629745 	 -0.0002449600 	 
-0.3097085606 	 -0.1610576789 	 0.0933257653 	 0.3307461121 	 0.1130253222 	 0.0002845967 	 -0.2167156406 	 -0.0000464610 	 
-0.4069496900 	 0.5974071159 	 0.1689280876 	 -0.0054095710 	 -0.5745806069 	 -0.0001820824 	 -0.3913940469 	 0.0003341812 	 
0.7372044457 	 -0.0429212650 	 0.1666626761 	 -0.0568305202 	 0.0414642395 	 0.0004061634 	 0.7114924728 	 -0.0000720303 	 
-0.0581828205 	 0.5602313572 	 0.1487445917 	 0.2769715514 	 -0.5099797515 	 -0.0000163486 	 -0.0530257409 	 0.0002781602 	 
0.4970776153 	 0.1088535121 	 0.1372719067 	 0.3248250232 	 -0.0959808990 	 0.0001918732 	 0.4377002159 	 -0.0000119804 	 
-0.2823927342 	 0.6893640089 	 0.1739870104 	 -0.0455511106 	 -0.6662876377 	 -0.0001734515 	 -0.2730104654 	 0.0004173644 	 
-0.4952302959 	 0.4578629899 	 0.1613970357 	 0.0881231415 	 -0.4349771092 	 -0.0002675692 	 -0.4705640630 	 0.0002360148 	 
-0.4154612080 	 0.3139167944 	 0.1349577808 	 0.2964563939 	 -0.2786494651 	 -0.0001559966 	 -0.3690315253 	 0.0000810459 	 
0.5212819710 	 -0.4777132256 	 0.1691855057 	 0.0372129345 	 0.4579305428 	 0.0002603833 	 0.4995874302 	 -0.0001868888 	 
0.4684709622 	 -0.5354088224 	 0.1718325106 	 0.0364323965 	 0.5135437564 	 0.0002230539 	 0.4494007311 	 -0.0002861451 	 
0.2373224110 	 0.7219385336 	 0.1760312360 	 -0.0796380656 	 -0.6998864971 	 0.0001233244 	 0.2300618972 	 0.0004344464 	 
