Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].P 	 vectorElement[i].P_Correction 	 vectorElement[i].U_x 	 vectorElement[i].U_x_Correction 	 vectorElement[i].U_y 	 vectorElement[i].U_y_Correction 	 
0.5210772318 	 -0.3206655160 	 4.9729535110 	 0.5055829600 	 -0.3026498529 	 0.0000001018 	 -0.4924379896 	 -0.0000005035 	 
-0.7080302810 	 0.1613376520 	 4.8732391915 	 0.5055439068 	 0.1570789278 	 -0.0000007816 	 0.6869477592 	 0.0000000988 	 
-0.5357992216 	 -0.3021170840 	 4.9821395235 	 0.5055621404 	 -0.2874736792 	 -0.0000005290 	 0.5078187532 	 -0.0000004163 	 
-0.6939498283 	 -0.1241796265 	 4.9279306949 	 0.5055184260 	 -0.1204164487 	 -0.0000000751 	 0.6713189336 	 0.0000003597 	 
0.6968755377 	 -0.1554000880 	 4.9186792339 	 0.5055445279 	 -0.1501064918 	 0.0000006556 	 -0.6741596090 	 0.0000000019 	 
-0.0471709453 	 0.6404016384 	 4.9720772021 	 0.5056023225 	 0.6081540945 	 -0.0000004405 	 0.0464475839 	 0.0000007674 	 
0.1842676439 	 -0.3897566918 	 5.0295293832 	 0.5056164094 	 -0.3307791137 	 -0.0000001849 	 -0.1579322844 	 -0.0000019965 	 
0.8354872505 	 0.3738859567 	 4.7380598767 	 0.5055759767 	 0.3707965964 	 0.0000004854 	 -0.8295834430 	 -0.0000006598 	 
-0.6150427150 	 -0.6773654984 	 4.7472005749 	 0.5055313309 	 -0.6715305226 	 -0.0000003268 	 0.6103165172 	 -0.0000001224 	 
0.6324867381 	 0.0621529296 	 4.9432593013 	 0.5055604185 	 0.0572299515 	 0.0000001555 	 -0.6022782507 	 -0.0000000062 	 
0.3395864017 	 -0.2297835925 	 5.0736492590 	 0.5056760495 	 -0.1932119267 	 -0.0000009538 	 -0.2841227131 	 -0.0000001184 	 
-0.0376802226 	 -0.6455514098 	 4.9265182745 	 0.5055179663 	 -0.6136653506 	 0.0000000952 	 0.0382182623 	 -0.0000005052 	 
-0.4249274845 	 0.0609846166 	 5.0201687030 	 0.5056159743 	 0.0565696877 	 0.0000011887 	 0.3636035143 	 0.0000006496 	 
0.4230216335 	 0.1057116474 	 5.0121665903 	 0.5056497843 	 0.0860960813 	 -0.0000000728 	 -0.3631378655 	 -0.0000012224 	 
-0.3272487985 	 -0.2605915092 	 5.0423945873 	 0.5056049391 	 -0.2165702915 	 0.0000003019 	 0.2787433447 	 0.0000002439 	 
-0.2535334942 	 -0.1804934060 	 4.8936554614 	 0.5055599628 	 -0.1219628463 	 0.0000000722 	 0.1740045290 	 -0.0000016858 	 
0.2906419208 	 -0.8705729919 	 4.7470832435 	 0.5054963918 	 -0.8645681175 	 -0.0000003425 	 -0.2885543462 	 -0.0000000290 	 
-0.3157497806 	 -0.0935591674 	 5.2426074691 	 0.5057404731 	 -0.0669401198 	 0.0000006626 	 0.2251878180 	 -0.0000007296 	 
0.5687591405 	 0.2836187532 	 4.9473517504 	 0.5056230627 	 0.2697305738 	 0.0000011263 	 -0.5420837194 	 -0.0000004681 	 
0.5897987270 	 -0.4265287268 	 4.8860029618 	 0.5055624488 	 -0.4134233381 	 0.0000008224 	 -0.5720822667 	 -0.0000007701 	 
-0.3924371654 	 -0.4998154254 	 4.9402795812 	 0.5055978221 	 -0.4763431216 	 -0.0000007745 	 0.3733610026 	 -0.0000008509 	 
0.0701123245 	 -0.4493289400 	 5.0562641619 	 0.5055810866 	 -0.3918360294 	 -0.0000007081 	 -0.0587046078 	 -0.0000008993 	 
0.1580764729 	 0.8483343398 	 4.7946925244 	 0.5056099089 	 0.8388390844 	 -0.0000001759 	 -0.1575515690 	 0.0000001055 	 
0.3157787182 	 0.0549419137 	 4.8747735829 	 0.5055859331 	 0.0391205374 	 0.0000005850 	 -0.2185419866 	 0.0000011239 	 
0.3023408554 	 -0.0577433020 	 5.3277223042 	 0.5057500569 	 -0.0331652200 	 0.0000004087 	 -0.2029725362 	 0.0000005240 	 
-0.2644177847 	 -0.3431810125 	 5.0401064123 	 0.5055851878 	 -0.2941919012 	 -0.0000005312 	 0.2266742614 	 0.0000001798 	 
-0.6692360523 	 -0.2571434600 	 4.8992437502 	 0.5055557584 	 -0.2491827669 	 -0.0000005383 	 0.6483220344 	 0.0000003704 	 
0.7215903095 	 -0.0298599869 	 4.8709192070 	 0.5055693641 	 -0.0297349254 	 0.0000002797 	 -0.6985681682 	 -0.0000001518 	 
-0.5216858221 	 -0.4473776654 	 4.9342218366 	 0.5055549761 	 -0.4302077949 	 -0.0000006589 	 0.5005227211 	 0.0000001328 	 
0.0517750037 	 0.4470044521 	 5.0161804304 	 0.5056720603 	 0.3892493477 	 -0.0000004472 	 -0.0420761702 	 0.0000007363 	 
0.6668446711 	 0.1902312824 	 4.9140441661 	 0.5055731560 	 0.1827158613 	 0.0000007380 	 -0.6425447086 	 -0.0000006468 	 
0.0455986171 	 0.2277901092 	 5.2001605426 	 0.5057030125 	 0.0988808956 	 0.0000010458 	 -0.0134597409 	 0.0000001225 	 
0.0477075030 	 -0.2280699449 	 4.9951071789 	 0.5056331037 	 -0.0986549285 	 -0.0000018274 	 -0.0167204083 	 -0.0000003009 	 
-0.1444894750 	 0.1809201572 	 5.0300263196 	 0.5056150883 	 0.0779030423 	 0.0000013356 	 0.0614337797 	 0.0000010868 	 
-0.1468657308 	 -0.1792905676 	 5.1643242336 	 0.5056678246 	 -0.0776665430 	 -0.0000014035 	 0.0618440344 	 0.0000009817 	 
0.2107182176 	 0.1074182049 	 5.0463192181 	 0.5056909187 	 0.0496505609 	 0.0000011779 	 -0.0943342672 	 -0.0000022617 	 
0.2068344576 	 -0.1037611123 	 5.1158791914 	 0.5056489074 	 -0.0445987842 	 -0.0000008942 	 -0.0887585118 	 -0.0000019341 	 
-0.2357591208 	 -0.0074424576 	 5.0513123518 	 0.5056105289 	 -0.0052795208 	 -0.0000002237 	 0.1064549996 	 0.0000028449 	 
0.1494229970 	 0.3928063221 	 5.0585639357 	 0.5057208371 	 0.3323640126 	 0.0000004120 	 -0.1277108597 	 -0.0000004172 	 
0.5111939322 	 0.0234012070 	 4.9512616519 	 0.5055805803 	 0.0198090251 	 0.0000011549 	 -0.4616102312 	 -0.0000003374 	 
-0.1894258553 	 0.4793250125 	 5.0306312065 	 0.5055767955 	 0.4349650348 	 -0.0000006898 	 0.1724762421 	 -0.0000003604 	 
-0.4313259976 	 -0.2256427564 	 5.0294828912 	 0.5055956420 	 -0.2032583726 	 -0.0000005816 	 0.3862678654 	 -0.0000009086 	 
0.8149397338 	 -0.2210628072 	 4.8008401893 	 0.5055521415 	 -0.2187312042 	 0.0000001378 	 -0.8045914488 	 -0.0000002680 	 
-0.8333177944 	 -0.1211876646 	 4.8050382130 	 0.5055320676 	 -0.1190825843 	 -0.0000001229 	 0.8239407453 	 0.0000002535 	 
0.7136046905 	 -0.4516504894 	 4.8014533011 	 0.5055021112 	 -0.4457373605 	 0.0000005809 	 -0.7035678581 	 -0.0000002718 	 
-0.8329378663 	 0.1311919977 	 4.7886929784 	 0.5054750025 	 0.1303811730 	 -0.0000006924 	 0.8218914303 	 0.0000000525 	 
0.8478566005 	 -0.0090181088 	 4.7758496915 	 0.5055370981 	 -0.0098657942 	 0.0000003284 	 -0.8369481220 	 -0.0000002492 	 
-0.7794485921 	 -0.3294472890 	 4.7963994465 	 0.5055295376 	 -0.3252877128 	 -0.0000004061 	 0.7699484564 	 0.0000001472 	 
-0.7820700344 	 0.3303556222 	 4.8031815516 	 0.5055040098 	 0.3273391914 	 -0.0000003587 	 0.7726442711 	 -0.0000000474 	 
0.5878492362 	 -0.6221480606 	 4.8096633131 	 0.5055270208 	 -0.6152550714 	 0.0000002487 	 -0.5809272252 	 -0.0000003201 	 
-0.0406976012 	 -0.8683443276 	 4.7829869480 	 0.5055212105 	 -0.8596372178 	 0.0000003212 	 0.0414197535 	 0.0000000174 	 
-0.0423618202 	 0.8632455617 	 4.7941154322 	 0.5055452518 	 0.8526854903 	 -0.0000003481 	 0.0417674735 	 0.0000000600 	 
-0.2888830361 	 0.8012162874 	 4.8031234904 	 0.5055561348 	 0.7920843777 	 -0.0000003331 	 0.2849446439 	 -0.0000000582 	 
0.5897162120 	 0.6136689791 	 4.8142262178 	 0.5055817292 	 0.6066616577 	 0.0000001753 	 -0.5823731061 	 0.0000010026 	 
-0.1910289797 	 -0.4846259257 	 4.9850420566 	 0.5055904411 	 -0.4409861862 	 0.0000002050 	 0.1739422728 	 -0.0000014378 	 
-0.2888131096 	 -0.8025975138 	 4.7940236289 	 0.5055126867 	 -0.7923220079 	 0.0000003325 	 0.2854360690 	 -0.0000008491 	 
-0.2652808253 	 0.6731825914 	 4.9179545568 	 0.5055407778 	 0.6524414005 	 -0.0000007038 	 0.2571928514 	 0.0000001818 	 
0.7165787232 	 0.5831167857 	 4.7396867451 	 0.5056048341 	 0.5799169674 	 -0.0000002615 	 -0.7119119628 	 0.0000003290 	 
0.1623172250 	 -0.6554868921 	 4.9492076071 	 0.5055234856 	 -0.6293715056 	 -0.0000003817 	 -0.1562078777 	 -0.0000001878 	 
-0.2869631944 	 -0.4423496799 	 5.0526719229 	 0.5056194778 	 -0.4053611076 	 0.0000001654 	 0.2622270847 	 0.0000001700 	 
-0.3211874610 	 0.2613068070 	 5.0263219471 	 0.5055891099 	 0.2172301699 	 -0.0000007646 	 0.2721989377 	 0.0000013595 	 
-0.3801490033 	 0.6237059294 	 4.8837635235 	 0.5055371290 	 0.6053783948 	 -0.0000004593 	 0.3685488998 	 0.0000003420 	 
0.9138867729 	 -0.1255236870 	 4.7169823603 	 0.5055356561 	 -0.1244674630 	 0.0000001389 	 -0.9070771209 	 0.0000001179 	 
-0.8875614174 	 -0.2488257544 	 4.7275913659 	 0.5055209219 	 -0.2473436194 	 -0.0000001246 	 0.8813618095 	 -0.0000000568 	 
0.7167704405 	 -0.5831360060 	 4.7332605202 	 0.5055104344 	 -0.5787013452 	 0.0000001805 	 -0.7118217003 	 0.0000001353 	 
-0.8887840449 	 0.2515876460 	 4.7211225182 	 0.5054869195 	 0.2496500601 	 -0.0000000984 	 0.8825502083 	 -0.0000002414 	 
0.0408085467 	 0.5622096400 	 5.0110604867 	 0.5056472411 	 0.5230671355 	 -0.0000005550 	 -0.0377185644 	 0.0000006943 	 
-0.4196373308 	 -0.8236685823 	 4.7272472101 	 0.5055377669 	 -0.8182380071 	 0.0000003707 	 0.4165279778 	 -0.0000002113 	 
-0.4194347393 	 0.8235027627 	 4.7252124535 	 0.5055228646 	 0.8175900702 	 -0.0000004753 	 0.4167504519 	 -0.0000002342 	 
0.7214854205 	 0.4531711110 	 4.8011098242 	 0.5056284870 	 0.4481302528 	 0.0000006899 	 -0.7142201252 	 -0.0000001238 	 
-0.4772748615 	 -0.7060243171 	 4.7972044009 	 0.5055613273 	 -0.6976061361 	 -0.0000000219 	 0.4721753497 	 0.0000000631 	 
0.0676258417 	 -0.5774769178 	 4.9672344699 	 0.5055338734 	 -0.5412503093 	 -0.0000000907 	 -0.0627043826 	 -0.0000010168 	 
-0.0281760255 	 -0.3909091222 	 4.9612528883 	 0.5055580098 	 -0.3141967119 	 0.0000006304 	 0.0303824489 	 0.0000004692 	 
0.5230375987 	 0.5062359979 	 4.9104863338 	 0.5056563136 	 0.4919169839 	 0.0000003357 	 -0.5068616450 	 0.0000005913 	 
0.1052808392 	 0.7398931647 	 4.8889434503 	 0.5055821783 	 0.7200863305 	 -0.0000006848 	 -0.1023750173 	 0.0000006297 	 
-0.2700409832 	 -0.6754480632 	 4.8776228302 	 0.5055692474 	 -0.6554002266 	 0.0000000210 	 0.2615647760 	 -0.0000002639 	 
0.6034216287 	 0.4102385707 	 4.9195074212 	 0.5056340549 	 0.3987537060 	 0.0000002408 	 -0.5854434658 	 -0.0000003937 	 
-0.3816633620 	 -0.6265705553 	 4.9056118059 	 0.5055344949 	 -0.6084685023 	 -0.0000000466 	 0.3699933877 	 -0.0000004904 	 
-0.0357176675 	 0.3873954520 	 5.1517759180 	 0.5056821782 	 0.3111007892 	 -0.0000011011 	 0.0365720673 	 0.0000007670 	 
0.0638322828 	 -0.9308344874 	 4.7175408675 	 0.5054875283 	 -0.9257058813 	 0.0000003409 	 -0.0640153928 	 -0.0000000911 	 
0.0632040756 	 0.9285067073 	 4.7235597850 	 0.5055693828 	 0.9228383828 	 -0.0000004612 	 -0.0622874584 	 0.0000001417 	 
0.0030276009 	 -0.7572423663 	 4.8847741870 	 0.5054944063 	 -0.7383890982 	 -0.0000000358 	 -0.0028931679 	 0.0000000440 	 
-0.0062914616 	 0.7486376151 	 4.8625126616 	 0.5055648748 	 0.7280641626 	 -0.0000001300 	 0.0062929303 	 0.0000007672 	 
0.1360617788 	 0.6289919296 	 4.9340802206 	 0.5056514917 	 0.5984560345 	 -0.0000000474 	 -0.1306002729 	 0.0000008143 	 
0.3969881850 	 -0.3261479579 	 4.9518961260 	 0.5055839476 	 -0.2960588786 	 0.0000008296 	 -0.3595394484 	 -0.0000009642 	 
-0.5030078764 	 0.1425999916 	 4.9219956021 	 0.5055572513 	 0.1327626145 	 -0.0000009295 	 0.4569880545 	 0.0000001070 	 
0.4051641054 	 0.4990295466 	 4.9803375700 	 0.5056342015 	 0.4776237306 	 -0.0000002845 	 -0.3839814789 	 0.0000004293 	 
-0.0248911154 	 -0.2961018527 	 4.8891459625 	 0.5055476454 	 -0.1909417719 	 0.0000012917 	 0.0167912571 	 -0.0000012117 	 
-0.0273424002 	 0.2936604980 	 5.2563390854 	 0.5057263686 	 0.1877632037 	 -0.0000020634 	 0.0198897739 	 -0.0000003867 	 
-0.1139435016 	 -0.2713291395 	 5.2921746117 	 0.5057368624 	 -0.1757548203 	 0.0000012865 	 0.0704359949 	 -0.0000006144 	 
-0.1153082662 	 0.2724677468 	 4.8627854598 	 0.5055290570 	 0.1771755840 	 -0.0000015298 	 0.0732959377 	 -0.0000000676 	 
-0.3805792474 	 0.4945144627 	 4.9658425391 	 0.5055361451 	 0.4703725482 	 0.0000007549 	 0.3607661879 	 0.0000001828 	 
-0.6636295619 	 0.2817376779 	 4.9079336526 	 0.5055185702 	 0.2726910631 	 -0.0000006688 	 0.6432676310 	 0.0000002824 	 
0.2348995170 	 0.5605974124 	 4.9693676949 	 0.5056347294 	 0.5286222472 	 0.0000005253 	 -0.2221359613 	 0.0000000941 	 
0.1588256091 	 -0.8591811345 	 4.7839842401 	 0.5054717982 	 -0.8502075842 	 0.0000001462 	 -0.1573011575 	 -0.0000004160 	 
0.5052532957 	 -0.5221009088 	 4.9092682034 	 0.5055394281 	 -0.5055525603 	 0.0000003482 	 -0.4903026298 	 -0.0000004793 	 
0.3387943989 	 0.4115796518 	 5.0537092386 	 0.5056602121 	 0.3767318055 	 -0.0000000031 	 -0.3088988773 	 0.0000005219 	 
0.2386751087 	 0.4490594530 	 4.9743540816 	 0.5056425436 	 0.4062031297 	 0.0000007590 	 -0.2160954570 	 0.0000007890 	 
0.3471775744 	 0.6022034022 	 4.9142451197 	 0.5056147852 	 0.5809376541 	 0.0000003797 	 -0.3334759252 	 0.0000008467 	 
-0.1208062411 	 -0.4124080845 	 5.1000235973 	 0.5056264534 	 -0.3513675498 	 0.0000007306 	 0.0994853389 	 -0.0000005351 	 
0.1124151113 	 -0.7566029303 	 4.8591358808 	 0.5055206940 	 -0.7383675630 	 0.0000000004 	 -0.1096754690 	 -0.0000006381 	 
-0.1257527140 	 0.4092483058 	 4.9875494592 	 0.5055843986 	 0.3476371506 	 -0.0000013432 	 0.1045700770 	 0.0000001127 	 
-0.2576849870 	 0.3438817498 	 5.0320036583 	 0.5055907901 	 0.2934256510 	 0.0000000070 	 0.2196795342 	 0.0000008479 	 
-0.1728549065 	 -0.3390085282 	 5.1465054224 	 0.5056538937 	 -0.2752649987 	 -0.0000011894 	 0.1328559270 	 -0.0000011750 	 
-0.1709740579 	 0.3372613197 	 4.9752457340 	 0.5055706139 	 0.2720151618 	 0.0000004167 	 0.1317791917 	 -0.0000005498 	 
-0.2792092259 	 0.4374903354 	 4.9530693555 	 0.5055220201 	 0.3985004247 	 -0.0000006375 	 0.2536959192 	 0.0000005671 	 
