Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].P 	 vectorElement[i].P_Correction 	 vectorElement[i].U_x 	 vectorElement[i].U_x_Correction 	 vectorElement[i].U_y 	 vectorElement[i].U_y_Correction 	 
-0.8244001441 	 0.2208973528 	 0.0042569728 	 -0.2492237957 	 -0.2163908518 	 -0.0025442896 	 -0.8116082513 	 0.0002801580 	 
-0.2234405462 	 0.5373882837 	 0.2041840158 	 0.1490196074 	 -0.4950714476 	 -0.0004005795 	 -0.2080072126 	 0.0003161463 	 
-0.2218204790 	 -0.5351810523 	 0.0714152249 	 -0.0656745908 	 0.4884109861 	 -0.0028095657 	 -0.2077381414 	 -0.0043802919 	 
0.7966510697 	 0.2704571935 	 0.0232280848 	 -0.2870979175 	 -0.2674516376 	 0.0040785487 	 0.7850533719 	 0.0026779209 	 
-0.5824864983 	 -0.5999134737 	 0.0270389625 	 -0.2217120395 	 0.5903883362 	 -0.0017816750 	 -0.5672418141 	 -0.0012911045 	 
-0.5843546513 	 0.6002329963 	 0.0228265005 	 -0.2175653877 	 -0.5855756962 	 -0.0010398057 	 -0.5751432090 	 0.0017423122 	 
0.2107590499 	 -0.8117689503 	 0.0246384569 	 -0.2177692083 	 0.7947653292 	 0.0000976961 	 0.2100766994 	 -0.0019377205 	 
0.2136968778 	 0.8109360506 	 0.0292217291 	 -0.2081807893 	 -0.7961998397 	 0.0009329664 	 0.2062835815 	 0.0016875577 	 
-0.2407970579 	 0.0019671838 	 0.1593179439 	 0.1420413220 	 -0.0007155489 	 -0.0001837353 	 -0.1053275671 	 -0.0039304364 	 
0.2159995709 	 0.0875358266 	 0.2691354606 	 0.2477590996 	 -0.0238901905 	 0.0013262443 	 0.0898936254 	 0.0030206028 	 
0.2172789204 	 -0.0798412888 	 0.0646729578 	 0.0685408762 	 0.0177073914 	 -0.0013201764 	 0.0891497934 	 0.0021968651 	 
-0.1535843103 	 0.1810498192 	 0.1269639203 	 0.1488401699 	 -0.0760887652 	 -0.0034365859 	 -0.0708652318 	 -0.0031934154 	 
-0.1529916321 	 -0.1807850599 	 0.2003878997 	 0.1417833958 	 0.0763801621 	 0.0031533649 	 -0.0699020626 	 -0.0034489184 	 
0.0552476011 	 0.2307440050 	 0.1525297304 	 0.1370110806 	 -0.1006266260 	 -0.0046244450 	 0.0241097077 	 0.0012838115 	 
0.0552476011 	 -0.2307440050 	 0.1828252864 	 0.1453643593 	 0.1000956827 	 0.0047358562 	 0.0245688134 	 0.0009585004 	 
-0.0543570091 	 0.5775908826 	 0.0727415440 	 -0.0662591905 	 -0.5298192128 	 0.0003786585 	 -0.0455298536 	 0.0050582773 	 
-0.0552363858 	 -0.5778270785 	 0.1952916070 	 0.1425109018 	 0.5334819204 	 -0.0000168968 	 -0.0493238066 	 -0.0008596446 	 
0.6246933442 	 -0.4194271524 	 0.0319572931 	 -0.1577937710 	 0.4049403763 	 0.0048126789 	 0.6069213859 	 -0.0026144251 	 
-0.6372163246 	 -0.3613994170 	 0.0558182114 	 -0.1035206780 	 0.3502580997 	 -0.0047385717 	 -0.6166731506 	 -0.0030019044 	 
-0.7619565277 	 0.0056056455 	 0.0671543024 	 -0.1230431986 	 -0.0035544707 	 -0.0043033951 	 -0.7401377809 	 -0.0002738549 	 
0.3113321497 	 -0.4910958041 	 0.0882274820 	 -0.0517733721 	 0.4531753220 	 0.0019279293 	 0.2818118166 	 -0.0042558627 	 
0.3185556969 	 0.4852223041 	 0.1890314559 	 0.1260948826 	 -0.4495530943 	 0.0006759405 	 0.2929660913 	 0.0008373505 	 
-0.3568085901 	 -0.6715160811 	 0.0853334798 	 -0.0768940658 	 0.6529834598 	 -0.0011505058 	 -0.3420423160 	 -0.0021841311 	 
-0.4817726458 	 -0.2610960219 	 0.1658371658 	 0.1149619240 	 0.2407522067 	 -0.0008837119 	 -0.4389875229 	 -0.0015297682 	 
0.6329175424 	 0.4196521124 	 0.0841791964 	 -0.1129846797 	 -0.4101329026 	 0.0027524024 	 0.6117802184 	 0.0009293087 	 
-0.3599507916 	 0.6737491992 	 0.0628943281 	 -0.1255219524 	 -0.6566783760 	 -0.0037760749 	 -0.3505500082 	 0.0046736305 	 
-0.0204771040 	 -0.7650655068 	 0.0633443027 	 -0.1250977903 	 0.7456471364 	 0.0008140417 	 -0.0202573583 	 -0.0059535551 	 
-0.0196213254 	 0.7663455648 	 0.0816564512 	 -0.0761838628 	 -0.7436229261 	 -0.0002208253 	 -0.0234124696 	 0.0023800411 	 
-0.4946139055 	 0.2697929113 	 0.1015114248 	 -0.0003314068 	 -0.2508828564 	 -0.0034940161 	 -0.4504341082 	 0.0010543905 	 
0.3829660297 	 -0.6569615517 	 0.0752483862 	 -0.0911914943 	 0.6344773175 	 0.0013712869 	 0.3750062141 	 -0.0021635414 	 
0.3980272254 	 0.6577424055 	 0.0763963564 	 -0.1183925956 	 -0.6418631852 	 0.0025297566 	 0.3881432568 	 0.0053599486 	 
-0.6513583882 	 0.3662293598 	 0.0744000617 	 -0.0775366117 	 -0.3525728136 	 -0.0030408739 	 -0.6314910632 	 0.0018095063 	 
0.3913323281 	 -0.2366014431 	 0.0699659217 	 -0.0772900727 	 0.2028029715 	 0.0031665773 	 0.3307667643 	 -0.0014913880 	 
0.4889900484 	 -0.1087222889 	 0.2300254587 	 0.1841248608 	 0.1000363819 	 0.0026461022 	 0.4255641696 	 -0.0024780060 	 
0.4405825261 	 -0.3933382060 	 0.1963701227 	 0.1189391558 	 0.3631736858 	 0.0010626392 	 0.4094264883 	 -0.0001303583 	 
0.2754686106 	 0.0024420494 	 0.1710537581 	 0.1569255117 	 -0.0034067623 	 0.0004988390 	 0.1598999051 	 -0.0016883086 	 
